global_step,wall_time_s,ep_return_mean,ep_return_std,policy_loss,value_loss,entropy,approx_kl,eval_return_mean,eval_return_std,mean_k,attn_entropy,lagrange_lambda
4000,3.793252944946289,-229.26709938049316,41.46553019045903,-0.0005917792397667654,205.9273681640625,1.59754159450531,7.580836208944674e-05,,,2.2152292251586916,1.5446177840232849,0.6172541928291321
8000,6.9716832637786865,-224.01174306869507,45.93597726056426,-0.0010906225790677127,194.54969329833983,1.5831000685691834,0.000993904608185403,,,1.6120208740234374,1.498943042755127,0.8892271339893341
12000,10.175068140029907,-228.26330590248108,44.244215798703735,-0.00021538400542340242,171.92476959228514,1.5825801968574524,0.0005086453253170476,,,1.2200417160987853,1.4137155175209046,0.9459521579742434
16000,13.436257600784302,-227.40949606895447,47.12598058166558,-0.0008580712514230981,128.3247398376465,1.5757307767868043,0.00028003940533380953,,,1.0769791841506957,1.3401965260505677,0.8786396682262421
20000,16.66088056564331,-219.42521834373474,38.75492075398394,-0.0006263263010623632,105.05258712768554,1.5680212140083314,0.0005447645278763957,,,1.045062530040741,1.3512413382530213,0.7826375985145573
24000,19.84304976463318,-211.84239220619202,38.384120477192226,-0.001426071107198368,79.01332015991211,1.5645436286926269,0.0007514007809731992,,,1.0224375128746033,1.3360085248947144,0.6740730249881747
28000,23.04944944381714,-215.50972485542297,37.58746594583119,-0.0013669149286215543,74.81566696166992,1.559605312347412,0.0002934824708063388,,,1.0136666774749756,1.2849236488342286,0.5570272016525267
32000,26.27036738395691,-220.97247123718262,39.25688058846648,-0.0024173981451895087,81.27121963500977,1.5593398094177247,0.0007366176385403378,,,1.009000039100647,1.252674949169159,0.4371001303195951
36000,29.493572473526,-214.7570025920868,36.72452644904756,-0.001200787593552377,74.40252151489258,1.5597321748733521,0.0006593637528567343,,,1.0068958520889282,1.2475938200950623,0.315745974779129
40000,32.706214427948,-229.20075297355652,49.01914688935077,-0.0012381367561374646,77.43265380859376,1.572141706943512,0.00011862770334118977,,,1.0040833711624146,1.165747630596161,0.19355224013328548
44000,38.02513241767883,-218.4409031867981,34.252894480701435,-0.000957793773704907,68.33062324523925,1.5449741244316102,0.00043734901992138476,-278.1909317523241,60.49925230898476,1.0026875257492065,1.169096624851227,0.0707626676559447
48000,41.33191180229187,-230.9474995136261,40.972783001717694,-0.0003026017055162811,59.78374061584473,1.5475539922714234,0.0002205821747338632,-278.1909317523241,60.49925230898476,1.0033958435058594,1.1150638937950135,0.0
52000,44.503597021102905,-235.77358388900757,45.472434419926635,-0.0017246143343072617,45.28332405090332,1.5039863228797912,0.0005959152098512277,-278.1909317523241,60.49925230898476,1.0042500257492066,1.1951746344566345,0.0
56000,47.68408703804016,-263.23044204711914,59.61367600915737,-0.0005955974487733328,59.96968460083008,1.4220440864562989,0.00014526537888741585,-278.1909317523241,60.49925230898476,1.002916693687439,0.9949185669422149,0.0
60000,50.871118783950806,-262.02285838127136,66.16719233258715,-0.0015541866683633997,75.11717224121094,1.4535023093223571,0.0022800623439252375,-278.1909317523241,60.49925230898476,1.0034166812896728,1.0477226734161378,0.0
64000,54.06738615036011,-236.22295594215393,44.429944342199676,-0.0025155175114377924,59.24817581176758,1.539330518245697,0.002029946730181109,-278.1909317523241,60.49925230898476,1.0045000433921814,1.1477612376213073,0.0
68000,57.24832272529602,-229.90680313110352,48.36845879100102,-0.000780830215626338,65.22173538208008,1.509811806678772,0.001597067213151604,-278.1909317523241,60.49925230898476,1.0047500014305115,1.1684772849082947,0.0
72000,60.42272138595581,-238.07636070251465,39.52371741407356,-0.0012707580943242646,56.013003540039065,1.52187979221344,0.0010379613515397069,-278.1909317523241,60.49925230898476,1.0033125281333923,1.1871186017990112,0.0
